رقم  السجل,حالة السجل,انشاء السجل,انتهاء السجل,رقم الرخصة,حالة الرخصة,انشاء الرخصة,انتهاء الرخصة,اسم المنشاة,التصنيف الرئيسي,التصنيف الفرعي,ص.ب,هاتف,البلدية,المنطقة,رقم الشارع,وصف الشارع,رقم المبنى,الحي,اسم الحي,كود النشاط,اسم النشاط
60221/8,مشطوب,22-APR-13,22-APR-19,96667,معلق,,08-FEB-18,مجموعة اكون,تجاري,مكتب تجاري,30706,55544678,بلدية الدوحة,45,310,المطار,246,44,المطار العتيق,4921211,خدمة الليموزين
116216,نشط,18-APR-18,14-OCT-21,95815,نشط,,23-NOV-21,هاي سكاي ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,989,ال شافي,43,65,الريان الجديد,4922901,تاجير السيارات بدون سائق
128091,نشط,03-JAN-19,02-JAN-22,167596,نشط,03-FEB-19,28-JAN-22,وي ليموزين,تجاري,مكتب تجاري,63317,+97433390090,بلدية ام صلال,71,750,جاسم بن محمد,131,128,ام صلال محمد,4921211,خدمة الليموزين
134401,نشط,21-MAY-19,16-NOV-21,173372,معلق,18-JUN-19,09-DEC-21,الانجاز لتاجير السيارات,تجاري,مكتب تجاري,,+97455149586,بلدية الدوحة,23,231,بن محمود,48,1000,لا يوجد,4922901,تاجير السيارات بدون سائق
134569,نشط,27-MAY-19,22-NOV-21,175022,معلق,06-AUG-19,27-JAN-22,سيف السفر ليموزين,تجاري,مكتب تجاري,,+97470704049,بلدية الريان,53,652,الرويضات,34,88,معيذر,4921211,خدمة الليموزين
105400,منتهية,24-OCT-17,23-OCT-20,143165,معلق,18-NOV-17,12-NOV-21,غالاكسي ليموزين,تجاري,مكتب تجاري,16460,+97466611710,بلدية الدوحة,22,342,الجزيرة,56,19,فريج بن محمود,4921211,خدمة الليموزين
104776,نشط,12-OCT-17,11-OCT-21,141721,نشط,19-OCT-17,13-OCT-21,الساهر لليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,56,560,عين خالد,138,95,عين خالد,4921211,خدمة الليموزين
124525,نشط,23-OCT-18,22-OCT-21,162335,نشط,15-NOV-18,09-NOV-21,ديف ليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,6,948,ابن مالك,1,8,الغانم العتيق,4921211,خدمة الليموزين
122789,نشط,23-SEP-18,22-SEP-21,195928,معلق,17-JUN-21,12-JUN-22,تنظيم لخدمات الليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,55,340,340,488,800,فريج السودان 55,4921211,خدمة الليموزين
127145,نشط,12-DEC-18,11-DEC-21,165880,نشط,08-JAN-19,02-JAN-22,كي بي اف انترناشيونال ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,39,343,السد,71,39,المرقاب الجديد,4921211,خدمة الليموزين
95315,منتهية,14-MAR-17,14-MAR-19,140761,معلق,28-SEP-17,23-SEP-19,العز ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,26,320,نجمة,11,23,نجمة,4921211,خدمة الليموزين
100322,نشط,18-JUN-17,14-DEC-21,102928,نشط,,31-OCT-21,أم صلال لتأجير السيارات,تجاري,مكتب تجاري,9046,66785324,بلدية ام صلال,71,950,محمد بن جاسم,48,128,ام صلال محمد,4922901,تاجير السيارات بدون سائق
29670/2,نشط,29-APR-13,22-JAN-22,94340,معلق,,02-SEP-21,ليموزين خليجي,تجاري,مكتب تجاري,18345,+97455390539,بلدية الدوحة,33,879,خليفه,24,31,المرخية,4921211,خدمة الليموزين
56212/1,نشط,16-JUN-13,06-DEC-21,93282,معلق,,14-DEC-21,ريفلكت ليموزين,تجاري,مكتب تجاري,,+974,بلدية الوكرة,90,720,عبدالرحمن بن جاسم,40,635,الوكرة,4922901,تاجير السيارات بدون سائق
107125,نشط,26-NOV-17,25-NOV-21,152234,معلق,08-MAY-18,29-OCT-21,مارسيليا ليموزين,تجاري,مكتب تجاري,,,بلدية الوكرة,90,720,عبد الرحمن بن جاسم,48,635,الوكرة,4921211,خدمة الليموزين
111112,نشط,18-JAN-18,17-JAN-22,97314,نشط,,03-FEB-22,ليموزين غزال الخليج,تجاري,مكتب تجاري,,+97455212784,بلدية الريان,55,340,طريق سلوى,492,85,الغانم الجديد,4921211,خدمة الليموزين
12968,نشط,07-JUL-90,01-JAN-22,19798,نشط,,07-NOV-21,مؤسسة بن مبارك للتجارة والمقاولات وتأجير السيارات,تجاري,مكتب تجاري,91051,+97455530777,بلدية الريان,53,740,التجاري,81,65,الريان الجديد,4922901,تاجير السيارات بدون سائق
44725,نشط,20-FEB-13,02-FEB-22,94353,نشط,,25-FEB-22,سي فيو لتاجير السيارات,تجاري,مكتب تجاري,,+974,بلدية الخور و الذخيرة,75,850,طريق الذخيرة,36,307,الذخيرة,4922901,تاجير السيارات بدون سائق
77553,نشط,17-NOV-15,15-NOV-21,113591,معلق,29-DEC-15,22-DEC-21,فاملي اللومزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,652,الرويضات,11,88,معيذر,4921211,خدمة الليموزين
95282,نشط,13-MAR-17,12-MAR-22,137181,نشط,06-JUN-17,27-NOV-21,الشقب لخدمة الليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,38,231,سحيم بن حمد,83,38,السد,4921211,خدمة الليموزين
105057,نشط,18-OCT-17,17-OCT-21,142869,معلق,13-NOV-17,07-NOV-21,قولدن ليموزين,تجاري,مكتب تجاري,,55288883,بلدية الخور و الذخيرة,74,880,ناصر بن عبدالله المسند,37,269,الخور,4921211,خدمة الليموزين
126593,نشط,02-DEC-18,01-DEC-21,164558,نشط,17-DEC-18,11-DEC-21,بوينت جنكشن لتاجير السيارات,تجاري,مكتب تجاري,,,بلدية الدوحة,63,905,ميلسون,8,103,عنيزة,4922901,تاجير السيارات بدون سائق
85553,نشط,21-JUL-16,16-JAN-22,134136,نشط,11-APR-17,02-OCT-21,كويك ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,42,310,المطار,142,43,الهلال,4921211,خدمة الليموزين
131654,نشط,14-MAR-19,09-SEP-21,170053,معلق,21-MAR-19,11-SEP-21,لموزين هاي لاين,تجاري,مكتب تجاري,36116,33133311,بلدية الدوحة,26,310,المطار,120,23,نجمة,4921211,خدمة الليموزين
132583,نشط,04-APR-19,30-SEP-21,172358,نشط,12-MAY-19,02-NOV-21,بروفيشنال ليموزين,تجاري,مكتب تجاري,,66667270,بلدية الدوحة,24,840,الروابي,16,20,روضة الخيل,4921211,خدمة الليموزين
103337,منتهية,12-SEP-17,12-SEP-19,140880,معلق,02-OCT-17,27-SEP-19,مودست ليموزين,تجاري,مكتب تجاري,4665,66710752,بلدية الخور و الذخيرة,74,880,ناصر بن عبدالله المسند,69,269,الخور,4921211,خدمة الليموزين
103211,منتهية,30-AUG-17,25-FEB-21,142599,معلق,07-NOV-17,01-NOV-21,غراند ستيشن ليموزين,تجاري,محل تجارى,2712,+97455778344,بلدية الريان,51,787,الهضاب,,47,الغرافة,4921211,خدمة الليموزين
39678,نشط,25-JUN-08,19-DEC-21,40898,نشط,,02-NOV-21,السليمان لتاجير السيارات,تجاري,مكتب تجاري,,+974,بلدية الدوحة,41,230,الطريق الدائري الثالث,229,42,نعيجة,4922901,تاجير السيارات بدون سائق
127149,نشط,12-DEC-18,11-DEC-21,165386,نشط,31-DEC-18,25-DEC-21,نايتي ناين ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,26,220,طريق الدائري الثاني,69,23,نجمة,4921211,خدمة الليموزين
92129,نشط,17-JAN-17,16-JAN-22,77543,نشط,,31-JAN-22,افيكس للتجارة والمقاولات والليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,27,310,شارع المطار,51,489,ام غويلينة,4922901,تاجير السيارات بدون سائق
134234,نشط,16-MAY-19,11-NOV-21,173923,نشط,04-JUL-19,25-DEC-21,ليموزين عبري الدوحة,تجاري,مكتب تجاري,,+974,بلدية الريان,56,340,طريق سلوي,361,98,مسيمير,4921211,خدمة الليموزين
126769,نشط,05-DEC-18,04-DEC-21,166494,نشط,17-JAN-19,11-JAN-22,سجنل ليموزين,تجاري,مكتب تجاري,,+974,بلدية الخور و الذخيرة,74,880,ناصر بن عبدالله المسند,40,269,الخور,4921211,خدمة الليموزين
128529,نشط,10-JAN-19,09-JAN-22,166152,نشط,13-JAN-19,07-JAN-22,جنرال ليموزين,تجاري,مكتب تجاري,,,بلدية ام صلال,71,750,بوحصية,29,128,ام صلال محمد,4921211,خدمة الليموزين
89616,نشط,16-NOV-16,15-NOV-21,128656,نشط,05-JAN-17,30-DEC-21,ليموزين المنصورة,تجاري,مكتب تجاري,,,بلدية الريان,55,185,العزيزية,5,84,العزيزية,4921211,خدمة الليموزين
91139,نشط,27-DEC-16,26-DEC-21,128744,نشط,08-JAN-17,02-JAN-22,ام صلال لليموزين,تجاري,مكتب تجاري,,,بلدية ام صلال,71,600,طريق الشمال,15,128,ام صلال محمد,4921211,خدمة الليموزين
121859,نشط,03-SEP-18,02-SEP-21,157665,معلق,12-SEP-18,06-SEP-21,راشد عبدالله العامرى ليموزين,تجاري,مكتب تجاري,,74474411,بلدية الريان,53,,ال شافي,60,65,الريان الجديد,4921211,خدمة الليموزين
98485,نشط,10-MAY-17,05-NOV-21,145324,نشط,31-DEC-17,25-DEC-21,نور الشمس لخدمة الليموزين,تجاري,مكتب تجاري,,33529668,بلدية الخور و الذخيرة,74,848,الخور,22,269,الخور,4921211,خدمة الليموزين
100492,منتهية,21-JUN-17,17-DEC-20,140493,معلق,21-SEP-17,15-SEP-21,ليموزين شط العرب,تجاري,مكتب تجاري,,+974,بلدية الدوحة,26,320,نجمة,11,23,نجمة,4921211,خدمة الليموزين
99488,نشط,30-MAY-17,25-NOV-21,139419,نشط,16-AUG-17,06-FEB-22,ستار لاين ليموزين,تجاري,محل تجارى,,+974,بلدية الريان,56,781,لبرثة,2,94,بو هامور,4921211,خدمة الليموزين
95700,نشط,21-MAR-17,19-MAR-26,140479,نشط,21-SEP-17,14-SEP-26,انتر كار,تجاري,مكتب تجاري,,,بلدية الدوحة,13,150,طريق الريان,61,1000,لا يوجد,4922901,تاجير السيارات بدون سائق
96381,نشط,02-APR-17,28-SEP-21,133894,نشط,06-APR-17,27-SEP-21,اسطول لخدمة الليموزين,تجاري,مكتب تجاري,15484,+97455455534,بلدية الدوحة,39,840,المرقاب الجديد,4,39,المرقاب الجديد,4921211,خدمة الليموزين
126083,نشط,22-NOV-18,21-NOV-21,165849,معلق,08-JAN-19,02-JAN-22,فايف ستار ليموزين*,تجاري,مكتب تجاري,,+974,بلدية الريان,53,78,ال شافي,78,65,الريان الجديد,4921211,خدمة الليموزين
133799,نشط,05-MAY-19,31-OCT-21,173530,معلق,24-JUN-19,15-DEC-21,شان ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,27,310,المطار القديم,51,489,ام غويلينة,4921211,خدمة الليموزين
133827,نشط,05-MAY-19,31-OCT-21,173210,معلق,13-JUN-19,04-DEC-21,باويرد باي ايفيدينس ليموزين,تجاري,مكتب تجاري,,+97450148755,بلدية الدوحة,45,840,المطار القديم,55,44,المطار العتيق,4921211,خدمة الليموزين
92198,نشط,18-JAN-17,17-JAN-22,133532,نشط,02-APR-17,27-MAR-22,ليموزين المروج,تجاري,مكتب تجاري,,+974,بلدية الدوحة,7,850,السوق,28,9,السوق,4921211,خدمة الليموزين
92394,نشط,23-JAN-17,22-JAN-22,131368,نشط,27-FEB-17,21-FEB-22,بروكسل لموزين,تجاري,مكتب تجاري,19214,+97450040878,بلدية ام صلال,71,600,ام صلال محمد,55,128,ام صلال محمد,4921211,خدمة الليموزين
103215,منتهية,30-AUG-17,25-FEB-21,141238,نشط,09-OCT-17,03-OCT-21,دي فوياجر ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,55,900,ام طاقه,61,88,معيذر,4921211,خدمة الليموزين
98903/1,نشط,24-JUL-17,13-NOV-21,191658,معلق,14-FEB-21,09-FEB-22,ليماج ليموزين,تجاري,مكتب تجاري,,+97477882131,بلدية الريان,56,340,طريق سلوى,299,97,المعمورة,4921211,خدمة الليموزين
92448,نشط,24-JAN-17,23-JAN-22,130797,نشط,19-FEB-17,13-FEB-22,هلا كار ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,56,340,طريق سلوى,445,95,عين خالد,4921211,خدمة الليموزين
92671,منتهية,29-JAN-17,29-JAN-20,131546,معلق,02-MAR-17,25-FEB-20,ميرسي للموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,16,960,طارق بن زياد,13,8,الغانم العتيق,4921211,خدمة الليموزين
129192,نشط,23-JAN-19,22-JAN-22,98432,نشط,,29-MAR-22,شركه يوني كرون لموزين,تجاري,مكتب تجاري,10924,+97455633916,بلدية الريان,55,280,الفروسيه,286,88,معيذر,4921211,خدمة الليموزين
103896,نشط,24-SEP-17,23-SEP-21,141077,معلق,05-OCT-17,29-SEP-21,اسمارت لليموزين,تجاري,مكتب تجاري,,+974,بلدية ام صلال,71,750,محمد بن جاسم,57,128,ام صلال محمد,4921211,خدمة الليموزين
105551,نشط,29-OCT-17,28-OCT-21,143243,نشط,19-NOV-17,13-NOV-21,بست تشويز اللموزين,تجاري,مكتب تجاري,ali.alabdulla1958@gm,+97455507497,بلدية الريان,53,795,ام الدوم,51,88,معيذر,4921211,خدمة الليموزين
97715,نشط,25-APR-17,21-OCT-21,137059,نشط,04-JUN-17,25-NOV-21,العساس لليموزين,تجاري,مكتب تجاري,,+97455088686,بلدية الدوحة,24,840,الروابي,4,20,روضة الخيل,4921211,خدمة الليموزين
93512,نشط,13-FEB-17,12-FEB-22,133466,معلق,02-APR-17,23-SEP-21,مارينا ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,692,شارع ام الدوم,19,88,معيذر,4921211,خدمة الليموزين
125967,نشط,20-NOV-18,19-NOV-21,169495,نشط,12-MAR-19,06-MAR-22,همسفر ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,47,310,المطار,368,1000,لا يوجد,4921211,خدمة الليموزين
131198,نشط,06-MAR-19,28-FEB-22,194222,معلق,22-APR-21,17-APR-22,محمد ابراهيم التميمي ليموزين,تجاري,مكتب تجاري,22855,+97450904034,بلدية الدوحة,26,940,الخالدية,59,23,نجمة,4921211,خدمة الليموزين
93610,منتهية,15-FEB-17,15-FEB-19,132382,معلق,16-MAR-17,11-MAR-19,ليموزين المول,تجاري,مكتب تجاري,,+974,بلدية الريان,53,690,الكناري,16,65,الريان الجديد,4921211,خدمة الليموزين
100449,نشط,20-JUN-17,16-DEC-21,80726,نشط,,29-DEC-21,كتارا ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,790,ام الدوم,109,88,معيذر,4921211,خدمة الليموزين
105540,نشط,26-OCT-17,25-OCT-21,142260,نشط,31-OCT-17,25-OCT-21,وايت ورلد ليموزين,تجاري,مكتب تجاري,1584,+97477776898,بلدية الريان,53,615,التوبه,77,65,الريان الجديد,4921211,خدمة الليموزين
132017,نشط,24-MAR-19,19-SEP-21,171312,نشط,17-APR-19,08-OCT-21,شيان لتأجير السيارات,تجاري,مكتب تجاري,,,بلدية الدوحة,43,250,الدائري الرابع,267,97,المعمورة,4922901,تاجير السيارات بدون سائق
31005,نشط,04-JUL-05,01-JUL-22,51503,نشط,,12-JAN-22,شركة روتانا لتأجير السيارات والتجارة والمقاولات,تجاري,مكتب تجاري,17488,+97455821189,بلدية الدوحة,36,362,العربية,123,34,المسيلة,4922901,تاجير السيارات بدون سائق
129422,نشط,28-JAN-19,27-JAN-22,169256,معلق,06-MAR-19,28-FEB-22,ستامب ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,784,صفوان,19,88,معيذر,4921211,خدمة الليموزين
109193,نشط,27-DEC-17,26-DEC-22,147166,نشط,31-JAN-18,25-JAN-22,التعبير للموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,18,840,العليا,81,17,المرقاب,4921211,خدمة الليموزين
103337,منتهية,12-SEP-17,12-SEP-19,140880,معلق,02-OCT-17,27-SEP-19,مودست ليموزين,تجاري,مكتب تجاري,4665,66710752,بلدية الخور و الذخيرة,74,880,ناصر بن عبدالله المسند,69,269,الخور,4922901,تاجير السيارات بدون سائق
106208,نشط,09-NOV-17,08-NOV-21,143300,نشط,20-NOV-17,14-NOV-21,سبشل كار ليموزين,تجاري,مكتب تجاري,,33850850,بلدية ام صلال,71,750,محمد بن جاسم,125,128,ام صلال محمد,4921211,خدمة الليموزين
126033,نشط,21-NOV-18,20-NOV-21,168320,نشط,17-FEB-19,11-FEB-22,جود لاين ليموزين,تجاري,مكتب تجاري,,+974,بلدية الوكرة,90,,عبد الرحمن بن جاسم,58,635,الوكرة,4921211,خدمة الليموزين
89994,نشط,24-NOV-16,23-NOV-21,132616,نشط,21-MAR-17,11-SEP-21,المناصير لليموزين,تجاري,مكتب تجاري,,+97455551623,بلدية ام صلال,71,722,الماجده,55,128,ام صلال محمد,4921211,خدمة الليموزين
90367,نشط,05-DEC-16,04-DEC-21,127980,نشط,20-DEC-16,14-DEC-21,ليموزين فريحه,تجاري,مكتب تجاري,70204,+97455007002,بلدية ام صلال,71,726,,11,128,ام صلال محمد,4921211,خدمة الليموزين
91195,نشط,28-DEC-16,27-DEC-21,129336,نشط,19-JAN-17,13-JAN-22,ليموزين ايلجنت,تجاري,مكتب تجاري,,+974,بلدية الريان,53,989,ال شافي,42,65,الريان الجديد,4921211,خدمة الليموزين
47548,نشط,27-OCT-10,26-OCT-21,52929,نشط,,13-FEB-22,النجم الذهبي لتأجير السيارات,تجاري,مكتب تجاري,,+974,بلدية الدوحة,39,840,المرقاب الجديد,24,40,فريج النصر,4922901,تاجير السيارات بدون سائق
54204/2,نشط,20-NOV-13,04-FEB-22,130936,نشط,21-FEB-17,15-FEB-22,الجابر ليموزين,تجاري,مكتب تجاري,30226,55869676,بلدية الدوحة,25,230,الطريق الدائري الثالث,226,21,المنصورة,4921211,خدمة الليموزين
98365,منتهية,08-MAY-17,03-NOV-20,149454,معلق,18-MAR-18,08-SEP-20,العاصمة تاكسي وليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,81,29,الصناعيه الجديده,,473,الصناعية الجديدة,4922901,تاجير السيارات بدون سائق
102069,نشط,06-AUG-17,01-FEB-22,139502,معلق,17-AUG-17,07-FEB-22,الامين لخدمة الليموزين,تجاري,مكتب تجاري,,,بلدية الوكرة,90,720,عبدالرحمن بن جاسم,70,635,الوكرة,4921211,خدمة الليموزين
120472,نشط,25-JUL-18,20-JAN-22,174259,نشط,15-JUL-19,05-JAN-22,الخط المباشر لتأجير السيارات,تجاري,مكتب تجاري,,+974,بلدية الريان,55,180,عثمان بن عفان,57,84,العزيزية,4922901,تاجير السيارات بدون سائق
62914/1,نشط,11-NOV-15,15-NOV-21,112368,نشط,18-NOV-15,11-NOV-21,عمادي ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,56,340,طريق سلوى,299,94,بو هامور,4922901,تاجير السيارات بدون سائق
137135,نشط,25-AUG-19,20-FEB-22,177330,معلق,24-OCT-19,18-OCT-22,النايفة لموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,27,950,سعد بن وقاص,20,489,ام غويلينة,4921211,خدمة الليموزين
136950,نشط,08-AUG-19,03-FEB-22,175553,معلق,01-SEP-19,22-FEB-22,كورم ليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,25,,الطريق الدائري الثاني,113,22,فريج بن درهم,4921211,خدمة الليموزين
138745,نشط,10-OCT-19,09-OCT-21,177334,نشط,24-OCT-19,18-OCT-21,روتانا الدوحة ليموزين,تجاري,مكتب تجاري,,66576761,بلدية الدوحة,13,980,عمر المختار,8,1000,لا يوجد,4921211,خدمة الليموزين
138065,نشط,22-SEP-19,21-SEP-21,189607,معلق,22-DEC-20,17-DEC-21,زورق ليموزين,تجاري,مكتب تجاري,shekhqamar123@gmail.,+97430319112,بلدية الدوحة,26,310,,100,23,نجمة,4921211,خدمة الليموزين
138904,نشط,15-OCT-19,14-OCT-21,177658,معلق,05-NOV-19,30-OCT-21,نيو سيتي ليموزين,تجاري,مكتب تجاري,,+97474440066,بلدية الدوحة,27,950,,64,489,ام غويلينة,4921211,خدمة الليموزين
109447,نشط,28-DEC-17,27-DEC-21,94034,نشط,,11-FEB-22,ويست فورت ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,24,950,روضة الخيل,146,20,روضة الخيل,4921211,خدمة الليموزين
141728,نشط,26-JAN-20,25-JAN-22,180996,نشط,27-FEB-20,21-FEB-22,هاي باي ليموزين,تجاري,مكتب تجاري,gmcoqatar@gmail.com,+97466405020,بلدية الريان,55,430,ابن عامر,100,84,العزيزية,4921211,خدمة الليموزين
142699,منتهية,08-MAR-20,08-MAR-21,182740,نشط,09-JUL-20,04-JUL-21,سبيدو هوم ميد لخدمة النقل البري عن طريق التطبيقات الالكترونية,تجاري,مكتب تجاري,,,بلدية الريان,55,180,عثمان بن عفان,43,84,العزيزية,6201002,خدمات النقل البري عن طريق التطبيقات الالكترونية
40763,نشط,04-NOV-08,02-NOV-21,65586,نشط,,30-DEC-21,ليموزين الجلوي,تجاري,مكتب تجاري,,,بلدية الريان,56,340,طريق سلوى,299,98,مسيمير,4921211,خدمة الليموزين
154451,نشط,07-JUN-21,07-JUN-22,195892,نشط,17-JUN-21,12-JUN-22,بى كويك للنقليات,تجاري,مكتب تجاري,,,بلدية الدوحة,5,860,ابن عباس,19,7,فريج الاصمخ,6201002,خدمات النقل البري عن طريق التطبيقات الالكترونية
154111,نشط,27-MAY-21,27-MAY-22,195112,نشط,30-MAY-21,25-MAY-22,جي اي ام ليموزين,تجاري,مكتب تجاري,,+97433956072,بلدية الدوحة,26,940,الخالديه,20,23,نجمة,4921211,خدمة الليموزين
26195/6,نشط,03-JUN-21,05-DEC-21,196377,نشط,28-JUN-21,23-JUN-22,سترونج لتأجير السيارات والتجارة,تجاري,محل تجارى,1565,+97430139019,بلدية الدوحة,66,201,201,81,765,اللؤلؤة,4922901,تاجير السيارات بدون سائق
95152,نشط,12-MAR-17,11-MAR-22,92259,نشط,,28-APR-22,ليموزين القمة,تجاري,مكتب تجاري,,,بلدية الريان,53,740,معيذر الشمالي,128,65,الريان الجديد,4921211,خدمة الليموزين
37653/13,نشط,14-MAR-12,09-DEC-21,86866,معلق,,12-JUN-22,شركة برستيج للسيارات,تجاري,مكتب تجاري,,+974,بلدية الدوحة,61,814,هير اليمه,33,101,الدفنة,4922901,تاجير السيارات بدون سائق
99140,نشط,24-MAY-17,23-MAY-22,136771,نشط,29-MAY-17,19-NOV-21,مبارك ال صالح لليموزين,تجاري,مكتب تجاري,,+97450592169,بلدية الوكرة,90,957,وعب بحير,5,635,الوكرة,4921211,خدمة الليموزين
99819,نشط,06-JUN-17,05-JUN-22,137505,معلق,14-JUN-17,08-JUN-22,دكتور ليموزين,تجاري,مكتب تجاري,40266,+97455704825,بلدية الدوحة,40,954,954,17,41,اسلطة الجديدة,4921211,خدمة الليموزين
100510,نشط,21-JUN-17,17-DEC-21,137985,نشط,06-JUL-17,27-DEC-21,رحلة ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,53,652,الرويضات,50,88,معيذر,4921211,خدمة الليموزين
69980,منتهية,29-DEC-14,27-DEC-20,108127,معلق,,06-NOV-21,العوسج لتاجير السيارات والليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,26,850,المنصوره,56,23,نجمة,4922901,تاجير السيارات بدون سائق
124774,منتهية,28-OCT-18,27-OCT-20,162304,معلق,15-NOV-18,09-NOV-20,هديه ليموزين,تجاري,مكتب تجاري,,+974,بلدية ام صلال,71,722,المجد,59,128,ام صلال محمد,4921211,خدمة الليموزين
117604,نشط,15-MAY-18,10-NOV-21,159158,معلق,03-OCT-18,27-SEP-21,ستريت لخدمات الليموزين,تجاري,مكتب تجاري,,30077115,بلدية الدوحة,37,362,الجزيرة العربية,9,35,فريج بن عمران,4921211,خدمة الليموزين
121691,نشط,30-AUG-18,25-FEB-22,162670,نشط,20-NOV-18,14-NOV-21,اودابو ليموزين,تجاري,مكتب تجاري,7883,+97455208739,بلدية الدوحة,39,809,ابن ويلة ، عدي بن حاتم,10,39,المرقاب الجديد,4921211,خدمة الليموزين
93443,منتهية,12-FEB-17,11-FEB-21,133930,معلق,06-APR-17,27-SEP-21,بلو كاندل ليموزين,تجاري,مكتب تجاري,,+97477494471,بلدية الدوحة,26,882,الخالدية,30,23,نجمة,4921211,خدمة الليموزين
95822,نشط,22-MAR-17,21-MAR-22,163446,نشط,29-NOV-18,23-NOV-21,اوشن لتأجير السيارات,تجاري,مكتب تجاري,82140,+97455155159,بلدية الوكرة,91,294,الوكرة العام,30,767,ام بشر,4922901,تاجير السيارات بدون سائق
87378,نشط,06-SEP-16,05-SEP-21,125635,معلق,03-NOV-16,28-OCT-21,الملكه لموزين وتأجير سيارات,تجاري,مكتب تجاري,,+974,بلدية الريان,53,690,الكناري,16,65,الريان الجديد,4921211,خدمة الليموزين
108878,نشط,25-DEC-17,24-DEC-21,147307,معلق,04-FEB-18,29-JAN-22,كابول ريور ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,16,960,طارق بن زياد,25,8,الغانم العتيق,4921211,خدمة الليموزين
110453,نشط,09-JAN-18,08-JAN-22,148325,معلق,25-FEB-18,19-FEB-22,الرحال ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,26,940,الخالديه,24,23,نجمة,4921211,خدمة الليموزين
125480,نشط,11-NOV-18,10-NOV-21,136373,معلق,,11-NOV-21,ماي دريم ليموزين,تجاري,مكتب تجاري,,+97455502224,بلدية الريان,56,56,,299,97,المعمورة,4921211,خدمة الليموزين
123308,نشط,01-OCT-18,30-SEP-21,159552,نشط,10-OCT-18,04-OCT-21,الخوي لليموزين,تجاري,مكتب تجاري,,,بلدية الريان,53,790,ام الدوم,109,88,معيذر,4921211,خدمة الليموزين
124625,نشط,24-OCT-18,23-OCT-21,172014,معلق,02-MAY-19,26-APR-21,رويال ريد ليموزين,تجاري,مكتب تجاري,,+97433722255,بلدية الدوحة,25,230,المنصوره,224,21,المنصورة,4921211,خدمة الليموزين
37653/2,نشط,03-JAN-08,09-DEC-21,5451,معلق,,04-NOV-21,شركة برستيج للسيارات,تجاري,مكتب تجاري,,+974,بلدية الدوحة,39,343,السد,9,39,المرقاب الجديد,4922901,تاجير السيارات بدون سائق
72279,نشط,22-APR-15,18-OCT-21,69121,معلق,,19-JAN-22,لؤلؤة الدوحة ليموزين,تجاري,مكتب تجاري,31673,+97455512019,بلدية الدوحة,27,950,ام غويلينة,120,489,ام غويلينة,4921211,خدمة الليموزين
61306,نشط,01-JUL-13,26-DEC-21,95183,معلق,,25-OCT-21,فور سايد ليموزين,تجاري,مكتب تجاري,,+974,بلدية الشمال,78,,ابو الظلوف,95,396,ابا الظلوف,4922901,تاجير السيارات بدون سائق
122669,نشط,19-SEP-18,18-SEP-21,161778,نشط,08-NOV-18,02-NOV-21,القصواء لليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,56,340,طريق سلوى,299,97,المعمورة,4921211,خدمة الليموزين
129346,نشط,27-JAN-19,26-JAN-22,168768,نشط,25-FEB-19,19-FEB-22,اسبن ليموزين,تجاري,مكتب تجاري,41007,+97433786603,بلدية الدوحة,5,860,ابن عباس,19,5,النجادة,4921211,خدمة الليموزين
84496,نشط,12-JUN-16,11-JUN-22,124614,نشط,13-OCT-16,07-OCT-21,بردج لتأجير السيارات,تجاري,مكتب تجاري,,77977800,بلدية الريان,56,340,سلوى,403,95,عين خالد,4922901,تاجير السيارات بدون سائق
